,身份证号,姓名,生日,性别,家庭住址
6346,'320902200603259330 ,赵桂英,2006-03-25,男,重庆市秀珍市吉区长沙路b座 149023
6347,'231201199303282351 ,李英,1993-03-28,男,贵州省梅市大兴六盘水路j座 316230
6348,'420100199103297834 ,甄雪梅,1991-03-29,男,贵州省燕县长寿李路f座 186125
6349,'430822199903273708 ,郑浩,1999-03-27,女,浙江省太原县龙潭马路B座 313259
6350,'420204200503253482 ,杜琳,2005-03-25,女,云南省太原县普陀雷路z座 938590
6351,'210111199603275543 ,张洋,1996-03-27,女,澳门特别行政区梧州县六枝特吴街x座 153352
6352,'640101199403280951 ,黄秀兰,1994-03-28,男,山东省丽华县闵行永安路H座 818668
6353,'421123199903276439 ,陆岩,1999-03-27,男,新疆维吾尔自治区汕尾县上街嘉禾街L座 200978
6354,'530128199003291816 ,马桂花,1990-03-29,男,甘肃省亮县六枝特宁德街P座 737932
6355,'340506200103268457 ,赵颖,2001-03-26,男,湖北省娟市徐汇曾街H座 886058
6356,'130721199103294911 ,朱兰英,1991-03-29,男,河南省齐齐哈尔县璧山张街O座 425654
6357,'410203199803270707 ,欧阳建,1998-03-27,女,广东省长沙市孝南刘街n座 847248
6358,'410401200803247631 ,李凯,2008-03-24,男,吉林省晨市南长韦街V座 513308
6359,'360825199403287784 ,吴晨,1994-03-28,女,宁夏回族自治区欣县西夏鞠街X座 797702
6360,'542428199003290821 ,朱建华,1990-03-29,女,澳门特别行政区燕市蓟州兴城路I座 474332
6361,'450512200803246139 ,龙佳,2008-03-24,男,山东省惠州县双滦姜路B座 507606
6362,'431101199403288840 ,柏峰,1994-03-28,女,海南省汕尾县蓟州梁路M座 831342
6363,'360313199703274210 ,徐平,1997-03-27,男,澳门特别行政区琳县房山彭街l座 404712
6364,'14112720070325073X ,赵雷,2007-03-25,男,内蒙古自治区梧州市高港石家庄街h座 524467
6365,'451228199903276298 ,吴凯,1999-03-27,男,广东省兰州县永川许街T座 303973
6366,'371403200603258302 ,段瑜,2006-03-25,女,江苏省关岭市高坪陈街J座 553024
6367,'510901199803275785 ,陈宁,1998-03-27,女,吉林省鹏县大兴李街t座 445221
6368,'652101200603259400 ,王洁,2006-03-25,女,广东省燕县海港黄路x座 244570
6369,'51132419950328958X ,谢斌,1995-03-28,女,贵州省巢湖市梁平宋路s座 343955
6370,'630121200003269146 ,王建国,2000-03-26,女,湖南省楠县黄浦兴城街Y座 873729
6371,'360821200303264358 ,陈鹏,2003-03-26,男,福建省志强县龙潭吴街W座 113263
6372,'360901199303285604 ,张瑞,1993-03-28,女,陕西省荆门市门头沟北镇街c座 664937
6373,'130681200003268616 ,吴冬梅,2000-03-26,男,澳门特别行政区贵阳市西夏胡街n座 395756
6374,'430482200603252622 ,丛琳,2006-03-25,女,宁夏回族自治区台北县安次长春路A座 718222
6375,'360735200603252132 ,杨辉,2006-03-25,男,江苏省志强县梁平王街r座 519139
6376,'433101200403257582 ,马欢,2004-03-25,女,贵州省建军市普陀香港路H座 420986
6377,'440201199303283758 ,陈超,1993-03-28,男,河北省楠市花溪李路e座 652563
6378,'650104199603274485 ,许欣,1996-03-27,女,四川省福州县花溪白路E座 240144
6379,'371403200803241855 ,杨帅,2008-03-24,男,山西省春梅市永川周街D座 273796
6380,'410803199103290654 ,张瑞,1991-03-29,男,西藏自治区冬梅县兴山彭路t座 546503
6381,'131128199503283261 ,王彬,1995-03-28,女,贵州省杭州县高坪辛集街x座 139279
6382,'513225199203281423 ,李春梅,1992-03-28,女,广东省邯郸县海港宋路j座 476042
6383,'540222200803247877 ,刘晶,2008-03-24,男,江西省文县锡山王街H座 427736
6384,'510504199703270175 ,周浩,1997-03-27,男,台湾省坤县兴山王路Y座 507888
6385,'371702199003296211 ,李小红,1990-03-29,男,辽宁省斌县南长汪街h座 951601
6386,'430401199603278634 ,杨建军,1996-03-27,男,广东省杰市沈北新何路z座 256913
6387,'350701200303260231 ,李林,2003-03-26,男,安徽省涛市和平辽阳街v座 395079
6388,'230128200103264027 ,廖芳,2001-03-26,女,香港特别行政区凤英县黄浦长沙街v座 394263
6389,'230402199003297662 ,罗华,1990-03-29,女,香港特别行政区淑华市友好郑州路k座 610912
6390,'450702199303282523 ,周超,1993-03-28,女,四川省成县新城海口街B座 792454
6391,'652723199703278495 ,龚欢,1997-03-27,男,江西省桂芝县滨城沈阳街b座 906472
6392,'520382200703257611 ,王雷,2007-03-25,男,台湾省慧县沙湾朱街w座 140204
6393,'650201200603259930 ,方璐,2006-03-25,男,海南省永安县璧山庄街p座 890010
6394,'230207200303269870 ,马兵,2003-03-26,男,澳门特别行政区西宁县锡山昆明街Q座 354094
6395,'520423200703259735 ,桂玉华,2007-03-25,男,广东省宜都市萧山王路M座 157916
6396,'210901200803242849 ,李荣,2008-03-24,女,台湾省桂荣县沙市梧州路i座 459413
6397,'659004200603258619 ,刘玉,2006-03-25,男,湖北省娜县东城田路Y座 857932
6398,'441523199503283897 ,杜瑜,1995-03-28,男,四川省福州县沈河六盘水路x座 723243
6399,'411330200103265633 ,毛强,2001-03-26,男,黑龙江省瑞市永川李街V座 352995
6400,'445302200803242137 ,马淑华,2008-03-24,男,湖南省成县花溪广州街l座 476704
6401,'51322820020326576X ,傅超,2002-03-26,女,安徽省辛集市高港昆明街A座 291129
6402,'533323200703256111 ,柳冬梅,2007-03-25,男,西藏自治区秀云市沈河李路Z座 215775
6403,'654002199803270492 ,王雪梅,1998-03-27,男,陕西省天津市永川惠州街y座 616465
6404,'330301199603276840 ,张宇,1996-03-27,女,河南省龙县怀柔杨路X座 810533
6405,'411626199603278613 ,房欢,1996-03-27,男,安徽省北京县沈河西安路g座 178335
6406,'469028200103268381 ,姜建军,2001-03-26,女,安徽省秀珍市清浦李路t座 259427
6407,'433100199003298017 ,陈秀英,1990-03-29,男,山西省马鞍山市兴山六安路c座 322303
6408,'63262119940328279X ,冯秀珍,1994-03-28,男,澳门特别行政区明县涪城李街a座 714711
6409,'360601200403250125 ,刘淑华,2004-03-25,女,北京市沈阳市长寿杭州路w座 847211
6410,'469003199603272843 ,张桂花,1996-03-27,女,云南省广州县浔阳王街r座 505702
6411,'210682200503253206 ,应佳,2005-03-25,女,澳门特别行政区宇市南溪海门路W座 810545
6412,'411301199703273509 ,张桂芝,1997-03-27,女,西藏自治区小红县西夏六安路A座 804708
6413,'330182199403286662 ,赖利,1994-03-28,女,西藏自治区哈尔滨市新城郑路F座 840368
6414,'230206200203262085 ,刘彬,2002-03-26,女,海南省沈阳县秀英汪路u座 791053
6415,'510000199303286271 ,孙柳,1993-03-28,男,河北省利市平山姜路Q座 437519
6416,'520382199403289835 ,徐波,1994-03-28,男,上海市合肥县金平昆明街K座 959424
6417,'341122200703253637 ,高秀荣,2007-03-25,男,江苏省婷市朝阳巢湖路x座 117343
6418,'445100199903276917 ,曾桂花,1999-03-27,男,吉林省玉珍县双滦哈尔滨街U座 488588
6419,'542527200603254482 ,戴淑珍,2006-03-25,女,香港特别行政区淑英市大兴陈街l座 436982
6420,'130581199503281939 ,钱霞,1995-03-28,男,四川省台北市徐汇武路V座 171551
6421,'429000200703255732 ,胡瑞,2007-03-25,男,山东省潜江市城东济南路B座 973355
6422,'210881200103260065 ,张华,2001-03-26,女,吉林省桂芳市牧野上海街a座 406349
6423,'510522199003293360 ,陈娜,1990-03-29,女,新疆维吾尔自治区龙县东丽贵阳街D座 471677
6424,'652700200803249684 ,王欢,2008-03-24,女,西藏自治区婷县秀英合肥街e座 609312
6425,'34100120010326014X ,张淑珍,2001-03-26,女,云南省福州县普陀辛集街a座 915789
6426,'361130199803277298 ,孙梅,1998-03-27,男,河北省岩市静安王路i座 471734
6427,'150201200103265623 ,张彬,2001-03-26,女,辽宁省太原市南长梧州街N座 471190
6428,'510801200303265062 ,张洋,2003-03-26,女,四川省西宁市秀英陈路d座 395155
6429,'130600200503255936 ,方玲,2005-03-25,男,香港特别行政区芳县西峰香港路v座 776586
6430,'430223199903271853 ,杨玲,1999-03-27,男,辽宁省宇县孝南昆明路j座 937874
6431,'320583199103299759 ,郭宁,1991-03-29,男,上海市帅市上街昆明路x座 925205
6432,'653131200803247729 ,蔡勇,2008-03-24,女,澳门特别行政区丹丹市和平郑州路S座 153101
6433,'511322200203267605 ,李桂芳,2002-03-26,女,海南省合肥县安次长沙路l座 697889
6434,'330304199703278842 ,林晶,1997-03-27,女,辽宁省哈尔滨县花溪嘉禾路d座 739269
6435,'440301199803279902 ,王琴,1998-03-27,女,青海省琳市西夏兰州路v座 318242
6436,'341201200303266950 ,韩利,2003-03-26,男,吉林省大冶市东城马鞍山路b座 966378
6437,'653225199103296012 ,陈建国,1991-03-29,男,浙江省海门县长寿香港街A座 762054
6438,'330503200003263631 ,伍秀荣,2000-03-26,男,浙江省荆门县西峰李路M座 890758
6439,'623000200703258898 ,武瑜,2007-03-25,男,海南省桂香县黄浦杨街s座 700815
6440,'53012519910329218X ,陈红霞,1991-03-29,女,江西省海门县徐汇张路b座 137974
6441,'130681199103298876 ,吴颖,1991-03-29,男,江苏省嘉禾县海陵海门街Y座 558993
6442,'520303200703253017 ,钱红,2007-03-25,男,北京市香港县浔阳重庆路k座 434844
6443,'320302200503252294 ,李想,2005-03-25,男,广东省济南市牧野拉萨路u座 271081
6444,'410725200803240146 ,刘英,2008-03-24,女,香港特别行政区秀芳县闵行汕尾街v座 786938
6445,'130582200803243960 ,孙燕,2008-03-24,女,海南省梅县南湖宁德路B座 397456
6446,'152529199703271065 ,车利,1997-03-27,女,青海省大冶市和平孙街h座 827173
6447,'610801199203286761 ,王莹,1992-03-28,女,新疆维吾尔自治区文县崇文六盘水街a座 692093
6448,'131121199803279796 ,李建,1998-03-27,男,广西壮族自治区林县璧山邱街p座 624186
6449,'420982200603258616 ,张凤英,2006-03-25,男,河北省淑华市萧山哈尔滨路F座 484526
6450,'513335199603276365 ,蔡桂芝,1996-03-27,女,新疆维吾尔自治区建国市徐汇洪路i座 300762
6451,'513232200403258673 ,王秀荣,2004-03-25,男,湖南省阜新县孝南北京街f座 941841
6452,'321183200103269212 ,王琴,2001-03-26,男,澳门特别行政区鑫市孝南惠州街g座 557630
6453,'520327199103293379 ,靳英,1991-03-29,男,青海省淑珍市崇文六安街C座 189860
6454,'610626199303285121 ,李彬,1993-03-28,女,贵州省海口县沈河巢湖路B座 238043
6455,'52232820040325157X ,张华,2004-03-25,男,上海市太原市南长昆明街Y座 688671
6456,'411728199303284745 ,曹旭,1993-03-28,女,辽宁省天津市安次广州街m座 386238
6457,'350182199103295958 ,李旭,1991-03-29,男,湖北省浩市六枝特萧街q座 228645
6458,'231025199803275190 ,马金凤,1998-03-27,男,四川省华市淄川关岭街e座 403604
6459,'220421200503251700 ,赵伟,2005-03-25,女,江西省萍市兴山黄路h座 375399
6460,'65212219970327441X ,张旭,1997-03-27,男,广东省桂芝县花溪李街m座 699379
6461,'522725200003267356 ,杨荣,2000-03-26,男,海南省林市梁平阜新街X座 215617
6462,'411727199103293149 ,陈婷婷,1991-03-29,女,四川省莉县梁平吴街j座 410195
6463,'430802200003266115 ,郝浩,2000-03-26,男,山东省利县清河南昌街H座 296058
6464,'140623200103262017 ,陈秀兰,2001-03-26,男,甘肃省桂英县龙潭香港街r座 909679
6465,'430529199303283337 ,刘明,1993-03-28,男,西藏自治区建平县魏都叶街W座 466554
6466,'441301200003261444 ,郭莉,2000-03-26,女,广西壮族自治区永安市高坪邓街p座 793404
6467,'50011420080324610X ,张成,2008-03-24,女,贵州省浩县门头沟王路u座 820747
6468,'320724200603255177 ,罗阳,2006-03-25,男,陕西省杨县东丽太原路I座 885343
6469,'500108199403284585 ,黄辉,1994-03-28,女,广东省银川县六枝特荆门路a座 515168
6470,'130300200603254803 ,刘兵,2006-03-25,女,北京市六安市徐汇姚路C座 376719
6471,'532622199903274377 ,张玉英,1999-03-27,男,江苏省敏市孝南北京路d座 189274
6472,'230301199203283028 ,唐桂珍,1992-03-28,女,黑龙江省石家庄县华龙银川街K座 449361
6473,'360921199103299492 ,郑莹,1991-03-29,男,山西省天津县海港贵阳路k座 705876
6474,'230704200003266238 ,张瑞,2000-03-26,男,黑龙江省合肥市兴山陈街s座 220570
6475,'622925199503280564 ,张小红,1995-03-28,女,辽宁省阜新市安次昆明路e座 172449
6476,'511303199803275647 ,吴勇,1998-03-27,女,香港特别行政区利市沙市南昌街s座 969928
6477,'510124200003267492 ,李彬,2000-03-26,男,江西省佛山市大兴沈路X座 497156
6478,'43060220020326085X ,吴亮,2002-03-26,男,湖南省春梅市沙市韩路h座 748558
6479,'52272519960327962X ,石建国,1996-03-27,女,湖南省拉萨市孝南香港街x座 151548
6480,'532900199003299016 ,陈建国,1990-03-29,男,辽宁省坤县南长荆门街R座 337129
6481,'140500200603256940 ,梁秀荣,2006-03-25,女,上海市海口县清浦哈尔滨路A座 869114
6482,'331125200603254568 ,张雷,2006-03-25,女,云南省秀珍县沈河曲路t座 327874
6483,'231225199603272877 ,朱秀华,1996-03-27,男,天津市淮安市合川合山街m座 634097
6484,'41092220030326299X ,杨平,2003-03-26,男,上海市淑英市华龙余路g座 350602
6485,'33030220030326468X ,瞿涛,2003-03-26,女,上海市关岭市大东闵街q座 314319
6486,'41162320060325751X ,杨璐,2006-03-25,男,湖南省济南县大兴西安街S座 385241
6487,'140223200603250395 ,萧春梅,2006-03-25,男,山西省楠县浔阳王街O座 455458
6488,'371324200203268188 ,张秀英,2002-03-26,女,海南省潮州市花溪孟路A座 218692
6489,'500235199503284712 ,王彬,1995-03-28,男,陕西省潮州县江北北镇路r座 888747
6490,'520400199603273580 ,康桂珍,1996-03-27,女,海南省建平县南长刘街Z座 898484
6491,'530629200603257418 ,姜玉华,2006-03-25,男,福建省玉市南溪长春街G座 434784
6492,'360400200203262597 ,沙岩,2002-03-26,男,台湾省娟县大兴潘路Y座 454503
6493,'131003199503288115 ,黎海燕,1995-03-28,男,福建省长春县梁平六安街I座 852687
6494,'460105199303283495 ,杨欢,1993-03-28,男,山西省北镇市滨城澳门路K座 769985
6495,'370684199903270357 ,智旭,1999-03-27,男,湖南省上海县西峰陈路s座 356113
6496,'640300199503289667 ,夏斌,1995-03-28,女,天津市兴城市山亭张街I座 531266
6497,'430802199903271029 ,刘兵,1999-03-27,女,内蒙古自治区艳县孝南荆门街X座 975973
6498,'360203200303268249 ,王峰,2003-03-26,女,上海市阳市华龙王街C座 405867
6499,'620501199003295714 ,李雪梅,1990-03-29,男,四川省宁德县锡山福州街n座 450071
6500,'450311199703276223 ,郭佳,1997-03-27,女,海南省石家庄县滨城羊街J座 955385
6501,'410883199803270488 ,李军,1998-03-27,女,天津市柳州市南湖昆明路K座 478106
6502,'640101200703251410 ,杨晨,2007-03-25,男,台湾省石家庄市沙市刘路G座 581420
6503,'411327200703257380 ,宁佳,2007-03-25,女,吉林省澳门县清城天津街J座 736720
6504,'130581199203288506 ,周桂芝,1992-03-28,女,河南省桂英县闵行曹街W座 804969
6505,'440500199703274287 ,崔帆,1997-03-27,女,天津市萍县长寿北京路h座 662072
6506,'321302200703254287 ,王春梅,2007-03-25,女,上海市桂花县朝阳汕尾路t座 626267
6507,'152531199003298672 ,马佳,1990-03-29,男,澳门特别行政区楠县普陀哈尔滨路B座 778380
6508,'130683200703259166 ,熊淑兰,2007-03-25,女,河南省丽丽县蓟州李街y座 130142
6509,'330900200703255491 ,杨峰,2007-03-25,男,贵州省宜都市沈河罗街I座 303045
6510,'522726199703273838 ,王东,1997-03-27,男,新疆维吾尔自治区石家庄县清城罗街v座 312441
6511,'131125199603274734 ,李雷,1996-03-27,男,河南省广州县沙湾贵阳路n座 557032
6512,'131024199603279621 ,章鑫,1996-03-27,女,青海省关岭市牧野郑州路I座 773689
6513,'530923200503253784 ,江丽华,2005-03-25,女,湖南省淑珍县沈北新辛集路b座 679474
6514,'150100199503287971 ,刘秀芳,1995-03-28,男,吉林省梧州市崇文潜江街i座 642734
6515,'371727199603272528 ,王红,1996-03-27,女,天津市岩市江北谢路L座 183068
6516,'43122319910329162X ,尹丽娟,1991-03-29,女,香港特别行政区冬梅市锡山太原街C座 550206
6517,'320803200203265281 ,王桂英,2002-03-26,女,河北省西宁市平山李街X座 433716
6518,'450324199503288029 ,董宁,1995-03-28,女,河南省琳市西峰吴街c座 961917
6519,'150425199303281413 ,林玉华,1993-03-28,男,重庆市欣县清河广州街g座 422014
6520,'542231199703277377 ,郭红梅,1997-03-27,男,海南省柳州市秀英巢湖路R座 510756
6521,'220723199803277041 ,陈敏,1998-03-27,女,香港特别行政区成市花溪北镇街R座 100369
6522,'532529199003298583 ,谢玉华,1990-03-29,女,山西省柳州县魏都银川街R座 513916
6523,'440114199403288608 ,徐成,1994-03-28,女,新疆维吾尔自治区通辽县魏都北京街C座 900040
6524,'42052820050325794X ,刘秀兰,2005-03-25,女,陕西省关岭市秀英巢湖街I座 699610
6525,'513423199903272171 ,李超,1999-03-27,男,湖南省南京市永川宜都街y座 568597
6526,'520000199903276001 ,王静,1999-03-27,女,台湾省丹丹市静安贺路N座 537297
6527,'430412200603254100 ,沈伟,2006-03-25,女,海南省汕尾县孝南淮安街K座 665951
6528,'340827200503250158 ,王刚,2005-03-25,男,澳门特别行政区广州市璧山北镇街z座 254246
6529,'632822199303287988 ,苏玉兰,1993-03-28,女,广东省斌县新城田街S座 797928
6530,'22010520050325397X ,王玉英,2005-03-25,男,山西省婷县永川海口街y座 571549
6531,'520115199103298763 ,汪桂兰,1991-03-29,女,西藏自治区桂荣县和平西宁路x座 922395
6532,'632800200303261427 ,涂淑英,2003-03-26,女,北京市荆门市高坪东莞路V座 528820
6533,'420204199003292770 ,刘春梅,1990-03-29,男,台湾省杭州市城北昆明街o座 367078
6534,'610300199703277825 ,李兵,1997-03-27,女,宁夏回族自治区杭州县兴山王路P座 607676
6535,'530723199503280428 ,刘勇,1995-03-28,女,安徽省巢湖县清河拉萨路S座 565361
6536,'610825200103264019 ,王平,2001-03-26,男,重庆市桂兰市沙市何街r座 746078
6537,'370703200203264071 ,聂利,2002-03-26,男,河南省六盘水市平山杭州街m座 357002
6538,'451400200103269997 ,余洁,2001-03-26,男,河北省丽华县静安六盘水街R座 679283
6539,'520115200603259053 ,杨秀芳,2006-03-25,男,山东省东莞市黄浦雷路x座 730092
6540,'45142219980327583X ,李海燕,1998-03-27,男,云南省阳县浔阳黄街A座 371448
6541,'511903199303283854 ,黄明,1993-03-28,男,内蒙古自治区西安市长寿太原路x座 282010
6542,'513232200103263032 ,黄晨,2001-03-26,男,湖南省超县双滦杨路J座 483756
6543,'320831199203282348 ,尹娟,1992-03-28,女,河北省兰州市沙市唐街P座 419935
6544,'370831200503257069 ,李欢,2005-03-25,女,江苏省梧州县西峰李路r座 264829
6545,'140924200803241463 ,亓敏,2008-03-24,女,广西壮族自治区颖县南溪罗路g座 790200
6546,'520401200103262406 ,尹欣,2001-03-26,女,上海市芳县山亭济南街V座 989942
6547,'130826199703270822 ,赵洋,1997-03-27,女,海南省合山县金平景街W座 514010
6548,'130629199303284721 ,耿琴,1993-03-28,女,云南省桂香市南长太原街w座 216674
6549,'620822199403281037 ,黄桂香,1994-03-28,男,台湾省柳州县门头沟沈阳路d座 834154
6550,'440701200603257853 ,王建,2006-03-25,男,湖南省旭市合川沈阳路n座 722219
6551,'141126199503284626 ,韩建国,1995-03-28,女,重庆市兴安盟县锡山成都路Y座 268369
6552,'520625199103293719 ,丁瑜,1991-03-29,男,福建省杭州县璧山王路i座 677868
6553,'511424200303260644 ,伍宁,2003-03-26,女,江苏省洁县龙潭海门街q座 402965
6554,'130922199503282554 ,尹云,1995-03-28,男,云南省南昌市城北李路Z座 238696
6555,'530524200703251331 ,姜玉英,2007-03-25,男,云南省帅市高坪张路E座 160387
6556,'230225199203288270 ,黄勇,1992-03-28,男,青海省北镇县海陵傅路r座 140405
6557,'150423200803242544 ,邱玉梅,2008-03-24,女,宁夏回族自治区南昌市璧山石家庄路Q座 320366
6558,'340223199703270248 ,钟秀荣,1997-03-27,女,福建省北镇市静安潘街U座 315680
6559,'371121200303265830 ,赵玉英,2003-03-26,男,四川省芳县海陵宁德街X座 701118
6560,'610828200803249177 ,赵柳,2008-03-24,男,上海市广州市南湖海口街j座 432208
6561,'530521200003264394 ,朱玉,2000-03-26,男,黑龙江省哈尔滨市牧野成都路O座 387250
6562,'230109200303267370 ,刘燕,2003-03-26,男,黑龙江省昆明市魏都吴街C座 533261
6563,'652929199503280098 ,张雪梅,1995-03-28,男,海南省哈尔滨市兴山沈阳街S座 634257
6564,'532329200803245556 ,周建华,2008-03-24,男,陕西省福州市闵行北镇路n座 255486
6565,'150801200203265412 ,骆红梅,2002-03-26,男,贵州省六安县上街宁德街u座 477722
6566,'451481200403253856 ,陈艳,2004-03-25,男,河南省郑州市白云李路g座 892340
6567,'622922200703252011 ,韩秀英,2007-03-25,男,台湾省深圳市双滦石家庄路g座 123003
6568,'14042819960327946X ,贾玉兰,1996-03-27,女,黑龙江省石家庄市淄川杨街B座 595323
6569,'41110420030326392X ,查云,2003-03-26,女,内蒙古自治区桂珍市徐汇石街H座 200798
6570,'130224199803277647 ,沈磊,1998-03-27,女,河南省合肥市海港张街E座 500136
6571,'540234200103266474 ,林帅,2001-03-26,男,内蒙古自治区军县六枝特王街J座 942325
6572,'420115200103264872 ,李磊,2001-03-26,男,山东省静市西夏李路s座 238869
6573,'652801200203262836 ,刘丽,2002-03-26,男,吉林省哈尔滨县长寿李街e座 539878
6574,'513221199603279132 ,王利,1996-03-27,男,甘肃省雪梅县东城李路B座 657543
6575,'520300200503257436 ,邹欣,2005-03-25,男,江西省南宁市魏都杨路g座 168595
6576,'623001200403252888 ,王雪梅,2004-03-25,女,湖南省呼和浩特市新城永安路e座 662126
6577,'520423200703256809 ,罗淑珍,2007-03-25,女,广西壮族自治区秀梅市淄川台北路C座 937234
6578,'441821199303289841 ,丁欢,1993-03-28,女,内蒙古自治区马鞍山市清浦太原路j座 330880
6579,'410481199103294425 ,田桂香,1991-03-29,女,山西省永安市翔安永安街p座 396203
6580,'410104200003260611 ,王荣,2000-03-26,男,福建省冬梅县清浦许街t座 326973
6581,'640522199003293650 ,杨淑珍,1990-03-29,男,台湾省丽丽县吉区南昌街s座 287422
6582,'430981200203262179 ,武健,2002-03-26,男,辽宁省志强市闵行王街q座 340781
6583,'621000199403289345 ,郭秀华,1994-03-28,女,河北省宇县沈河李路r座 576989
6584,'130224199903277492 ,黄宁,1999-03-27,男,河南省霞市东丽北镇街U座 505295
6585,'13020819960327904X ,龙明,1996-03-27,女,辽宁省欢市安次吴街L座 513665
6586,'532926200803240521 ,李雪,2008-03-24,女,河南省荆门市高港上海路F座 975401
6587,'220112199503286032 ,王红霞,1995-03-28,男,新疆维吾尔自治区福州市花溪周街g座 793779
6588,'420602200703250533 ,周春梅,2007-03-25,男,海南省潜江市孝南王街g座 553517
6589,'37080020010326680X ,陈梅,2001-03-26,女,广东省淮安县新城郑州路b座 910800
6590,'530828200503255153 ,郭峰,2005-03-25,男,北京市婷婷市平山武汉路c座 154292
6591,'320922200203263600 ,臧慧,2002-03-26,女,台湾省柳州市锡山合山路d座 404253
6592,'610523199003295841 ,王瑜,1990-03-29,女,陕西省沈阳县静安台北街G座 443930
6593,'370400199403284279 ,金玉英,1994-03-28,男,台湾省西安县长寿马鞍山路w座 351158
6594,'341300199203287416 ,丁志强,1992-03-28,男,重庆市武汉县长寿兴安盟路b座 110846
6595,'441721199203289734 ,王琳,1992-03-28,男,台湾省巢湖县沈北新南昌路C座 228275
6596,'370921200203264489 ,白凤兰,2002-03-26,女,海南省北京市东城张路c座 478279
6597,'340523199203289977 ,何俊,1992-03-28,男,香港特别行政区沈阳县双滦柯路M座 735539
6598,'152200200203264252 ,戎柳,2002-03-26,男,澳门特别行政区鑫市高明刘街L座 827525
6599,'513227199203287043 ,黄雪梅,1992-03-28,女,吉林省琳县淄川大冶街z座 431471
6600,'500151199803278466 ,杜秀梅,1998-03-27,女,澳门特别行政区重庆市江北昆明街G座 856546
6601,'150900200503251193 ,刘阳,2005-03-25,男,黑龙江省宜都市门头沟西宁街J座 689097
6602,'210703200403254527 ,周欢,2004-03-25,女,辽宁省柳州县城东韦路D座 379382
6603,'411723200203268899 ,严明,2002-03-26,男,广西壮族自治区勇市清河张街k座 349315
6604,'220105199203288761 ,鲁健,1992-03-28,女,陕西省丽丽市西峰汕尾路f座 875327
6605,'340122200803243865 ,江萍,2008-03-24,女,黑龙江省通辽县魏都嘉禾路A座 895349
6606,'610113200603259538 ,刘秀荣,2006-03-25,男,香港特别行政区南昌市南湖通辽路j座 872311
6607,'130423199203283984 ,刘梅,1992-03-28,女,澳门特别行政区宁德县萧山宁德街Q座 749200
6608,'632525200803246048 ,宋俊,2008-03-24,女,台湾省兵市龙潭李街w座 923067
6609,'340104199103299413 ,王萍,1991-03-29,男,宁夏回族自治区亮县海港沈阳街k座 791782
6610,'420301200403255188 ,仲鹏,2004-03-25,女,黑龙江省西安县清城陈街d座 243797
6611,'130728199903276791 ,周桂香,1999-03-27,男,天津市石家庄市普陀哈尔滨街H座 379068
6612,'450222200603251319 ,李华,2006-03-25,男,云南省南京县丰都巢湖街S座 708494
6613,'150722199403284520 ,邬健,1994-03-28,女,江苏省建市房山香港路j座 643299
6614,'621124199703273640 ,姚淑英,1997-03-27,女,陕西省英市清浦荆门街y座 420082
6615,'371426200303269565 ,吴琳,2003-03-26,女,台湾省阜新县沈北新王街x座 807949
6616,'451229199403285557 ,李冬梅,1994-03-28,男,四川省福州市海陵王路b座 104475
6617,'310116199003292337 ,胡建国,1990-03-29,男,四川省瑜县黄浦太原路f座 680364
6618,'220183199203286327 ,王玲,1992-03-28,女,辽宁省辽阳市大兴兴城路v座 531686
6619,'230207199703279685 ,姜凤英,1997-03-27,女,广西壮族自治区婷婷县大东潜江路P座 399048
6620,'410601200803241425 ,薛杨,2008-03-24,女,青海省拉萨市南溪刘路h座 233616
6621,'130427199903279113 ,蒋小红,1999-03-27,男,北京市长沙市清河澳门路c座 531165
6622,'130632199803276195 ,胡楠,1998-03-27,男,新疆维吾尔自治区颖市孝南海口路i座 239318
6623,'350700200203268520 ,李琳,2002-03-26,女,宁夏回族自治区柳市高港徐街V座 982022
6624,'420583200003261154 ,孙慧,2000-03-26,男,天津市莹市友好陈街e座 907942
6625,'44081119970327280X ,贾桂珍,1997-03-27,女,湖北省旭县长寿戴街j座 525406
6626,'370921199403281771 ,刘超,1994-03-28,男,青海省玉华市滨城郑州街X座 562015
6627,'530428199503287449 ,刘小红,1995-03-28,女,台湾省颖县西夏马街S座 974168
6628,'120101200403259822 ,吴斌,2004-03-25,女,广西壮族自治区云市华龙左街Q座 778605
6629,'150925199703277082 ,陈秀梅,1997-03-27,女,新疆维吾尔自治区西宁县蓟州徐街C座 141150
6630,'441802199903277386 ,李琴,1999-03-27,女,四川省建军县友好和街Y座 629472
6631,'370812199803271124 ,段凤兰,1998-03-27,女,青海省沈阳县朝阳朱街f座 613294
6632,'36060220030326696X ,李杨,2003-03-26,女,香港特别行政区丹市涪城许街g座 265925
6633,'430201200803241267 ,韩桂英,2008-03-24,女,湖南省太原市南溪韩路V座 699677
6634,'53092419930328582X ,杨超,1993-03-28,女,广西壮族自治区桂荣市魏都张路G座 289971
6635,'350400200703251139 ,钟彬,2007-03-25,男,上海市宜都市合川沈路A座 474090
6636,'610404200203269673 ,陈淑英,2002-03-26,男,内蒙古自治区北镇市房山长沙路G座 276545
6637,'610825199703279577 ,杨桂兰,1997-03-27,男,陕西省桂英市城东王街M座 614025
6638,'220303200803242592 ,刘娜,2008-03-24,男,安徽省深圳县大东兰州路i座 916032
6639,'341103200303264194 ,浦洁,2003-03-26,男,陕西省慧县魏都汪路a座 780499
